,id,title,location,city,price,original_price,discount,m2,hab,floor,air,terrace,storage,elevator,garage,outside,wardrobes,pool,garden,satus,energy,co2,status
766,104891717,Piso en venta en calle de les Agudes,Ciutat Meridiana - Torre Baró - Vallbona, Barcelona,59200,59200,0,59,3.0,Planta 1ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
767,105051883,Piso en venta en calle de la Mina de la Ciutat,Les Roquetes, Barcelona,70100,70100,0,60,3.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
768,105051714,Piso en venta en calle de Romaní,Les Roquetes, Barcelona,62000,62000,0,47,3.0,Planta 2ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
769,105052304,Piso en venta en calle de Batllori,Verdun, Barcelona,87200,87200,0,52,2.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
770,104825636,Piso en venta en calle de Romaní,Les Roquetes, Barcelona,62000,62000,0,47,3.0,Planta 2ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
771,105052116,Piso en venta en calle del Vinyar,La Prosperitat, Barcelona,111900,111900,0,76,3.0,Bajo sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
772,100269391,Piso en venta en Les Roquetes,Nou Barris, Barcelona,129900,129900,0,60,3.0,,True,False,False,True,False,True,False,False,False,Buen estado,,,
773,104889079,Piso en venta en calle del Pla de Fornells,Les Roquetes, Barcelona,68000,68000,0,50,2.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
774,102814179,Piso en venta en Les Roquetes,Nou Barris, Barcelona,85000,85000,0,40,2.0,Planta 1ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
775,105886264,Estudio en venta en calle de Canfranc,Can Peguera - El Turó de la Peira, Barcelona,105000,105000,0,26,,Bajo exterior sin ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
776,105978958,"Piso en venta en c/Nou Barris, 15",Les Roquetes, Barcelona,233000,233000,0,78,3.0,Planta 4ª exterior con ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
777,105533766,Estudio en venta en La Prosperitat,Nou Barris, Barcelona,182000,182000,0,73,,Bajo exterior sin ascensor,True,False,False,True,False,True,False,False,False,Buen estado,40,,
